link_name,link_url,episode_name,episode_link,,,,,,,,
עמותת ״מדעת״,http://midaat.org.il/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
שמים שבורים – הספר של קרן לנדסמן,http://sial.co.il/books/%D7%A9%D7%9E%D7%99%D7%9D-%D7%A9%D7%91%D7%95%D7%A8%D7%99%D7%9D/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
 החללית – ערוץ היוטיוב של ״מסה קריטית״,https://www.youtube.com/channel/UCyfGXZZJVJIUnZBfBYaIVLA,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
הסרט ״התפרצות״,http://www.imdb.com/title/tt0114069/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
על מגיפת האבולה באפריקה 2013-2015,https://en.wikipedia.org/wiki/West_African_Ebola_virus_epidemic,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
Barefoot Doctors,,,,,,,,,,,
,https://en.wikipedia.org/wiki/Barefoot_doctor,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
"הסרט ""Contagion""",http://www.imdb.com/title/tt1598778/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
XKCD – פרק 386,https://xkcd.com/386/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
הסידרה ZOO,http://www.imdb.com/title/tt3250026/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
קבוצת הפייסבוק ״מדברים על חיסונים״,https://www.facebook.com/groups/171810053014040/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
עמותת SpaceIL,http://www.spaceil.com/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
סוכנות הבילוש של דירק ג׳נטלי,http://www.imdb.com/title/tt4047038/,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
The Astronaut Wives Club,http://www.imdb.com/title/tt3530726/?ref_=nv_sr_1,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
הספר – Pandemonium,https://en.wikipedia.org/wiki/Delirium_(Lauren_Oliver_novel),פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
The Three Body Problem,https://en.wikipedia.org/wiki/The_Three-Body_Problem,פרק #99 – קרן לנדסמן דואגת לבריאות הציבור עם זוהר זקס,https://geekonomy.net/2017/01/31/geekonomy99/,,,,,,,,
Live Vid בפייסבוק,https://www.facebook.com/live.vid.14,פרק #100 – בשידור חי עם ראם ודורון,https://geekonomy.net/2017/02/06/geekonomy100/,,,,,,,,
בכל יום נתון,http://www.kolyompod.com,פרק #100 – בשידור חי עם ראם ודורון,https://geekonomy.net/2017/02/06/geekonomy100/,,,,,,,,
ציון 3,http://www.tziun3.co.il,פרק #100 – בשידור חי עם ראם ודורון,https://geekonomy.net/2017/02/06/geekonomy100/,,,,,,,,
הראשונות לזהות,https://soundcloud.com/harishonot,פרק #100 – בשידור חי עם ראם ודורון,https://geekonomy.net/2017/02/06/geekonomy100/,,,,,,,,
המשרות שסנטינל  One מחפשים לאייש,https://sentinelone.com/jobs/,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
אחת מעשרות הכתבות שסיפרו על הגיוס המרשים האחרון של החברה,http://www.bizjournals.com/sanjose/news/2017/01/25/sun-co-founder-ashton-kutcher-help-mountain.html,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
סרטון שמסביר מעט על המוצר של החברה,https://www.youtube.com/watch?v=XjOUwnxnbtk,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
סרט שנעשה על עופר בן דור,http://www.mako.co.il/mako-vod-mako/documentary/VOD-f9fd0de803ddf31006.htm,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
דף הפייסבוק של עופר,https://www.facebook.com/offer.bendor,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
ארז ויגודמן עליו דיברנו בהקשר של חברת טבע,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%96_%D7%95%D7%99%D7%92%D7%95%D7%93%D7%9E%D7%9F,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
"החברה אותה עופר ממנכ""ל כיום",http://www.glm.co.il/,פרק #101 – עופר בן דור רץ עם נשמה,https://geekonomy.net/2017/02/13/geekonomy101/,,,,,,,,
http://jobs.jobvite.com/sentinelone/jobs,>http://jobs.jobvite.com/sentinelone/jobs</a>,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
הפרק ברדיולאב על תוכנות כופר,http://www.radiolab.org/story/darkode/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Ghost Dog,http://www.imdb.com/title/tt0165798/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Lego Movie,http://www.imdb.com/title/tt1490017/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
רדיו קצה,http://kzradio.net/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
עסק שחור,https://he.wikipedia.org/wiki/%D7%A2%D7%A1%D7%A7_%D7%A9%D7%97%D7%95%D7%A8,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Check Your Head,https://en.wikipedia.org/wiki/Check_Your_Head,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
קנדריק לאמאר,https://he.wikipedia.org/wiki/%D7%A7%D7%A0%D7%93%D7%A8%D7%99%D7%A7_%D7%9C%D7%90%D7%9E%D7%90%D7%A8,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
פאבליק אנמי,https://he.wikipedia.org/wiki/%D7%A4%D7%90%D7%91%D7%9C%D7%99%D7%A7_%D7%90%D7%A0%D7%9E%D7%99,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
הדג נחש,http://hadagnahash.com/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
הדוקו על רולינג סטונס,http://topdocumentaryfilms.com/the-rolling-stones-gimme-shelter/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
"שב""ק ס",http://www.shabak.co.il/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Sun Kill Moon,https://en.wikipedia.org/wiki/Sun_Kil_Moon,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Legion,http://www.imdb.com/title/tt5114356/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
The OA,https://en.wikipedia.org/wiki/The_OA,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
מראה שחורה,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%90%D7%94_%D7%A9%D7%97%D7%95%D7%A8%D7%94,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Ash vs Evil Dead,http://www.imdb.com/title/tt4189022/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
רמי פוטריס,https://he.wikipedia.org/wiki/%D7%A8%D7%9E%D7%99_%D7%A4%D7%95%D7%A8%D7%98%D7%99%D7%A1,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
איימי שומר,https://en.wikipedia.org/wiki/Amy_Schumer,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
Santa Clarita Diet,https://en.wikipedia.org/wiki/Santa_Clarita_Diet,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
הפרק ברדיולאב,http://www.radiolab.org/story/darkode/,פרק #102 – קוואמי עושה מוזיקה על הקצה,https://geekonomy.net/2017/02/21/geekonomy102/,,,,,,,,
מדע גדול בקטנה,https://www.facebook.com/MadaGB/,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Sentinel One,http://jobs.jobvite.com/sentinelone/jobs,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
המשרות הפתוחות בסנטינל וואן,http://jobs.jobvite.com/sentinelone/jobs,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
כתבה על א.ו ווילסון והנמלים,http://www.haaretz.co.il/magazine/1.1519917,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Planet Earth,https://en.wikipedia.org/wiki/Planet_Earth_(TV_series),פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
קיפודון נמלים,https://he.wikipedia.org/wiki/%D7%A7%D7%99%D7%A4%D7%95%D7%93%D7%9F_%D7%A0%D7%9E%D7%9C%D7%99%D7%9D_%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%9C%D7%99,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
חיות הפלא,http://www.imdb.com/title/tt3183660/,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
צילום פרוקי רגליים חרקים זוחלים ודו חיים,https://www.facebook.com/groups/bugsphoto/,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
מוצא המינים,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%A6%D7%90_%D7%94%D7%9E%D7%99%D7%A0%D7%99%D7%9D,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Wonderful Life,https://en.wikipedia.org/wiki/Wonderful_Life_(book),פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Your Inner Fish,https://books.google.co.il/books/about/Your_Inner_Fish.html?id=bk2PDQAAQBAJ&amp,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Black Sails,http://www.imdb.com/title/tt2375692/,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
Halo Wars 2,https://www.youtube.com/watch?v=Z-GFPrCarxU,פרק #103 – אלכס סלבנקו מלך הלטאות,https://geekonomy.net/2017/02/24/geekonomy103/,,,,,,,,
אדם ברוך,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%9D_%D7%91%D7%A8%D7%95%D7%9A,פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
מועדון קרב,http://www.imdb.com/title/tt0137523/,פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
ריק ומורטי,https://en.wikipedia.org/wiki/Rick_and_Morty,פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
The Jinx,https://en.wikipedia.org/wiki/The_Jinx_(miniseries),פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
עין החתול,https://simania.co.il/bookdetails.php?item_id=956502,פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
מעשה השפחה,https://he.wikipedia.org/wiki/%D7%9E%D7%A2%D7%A9%D7%94_%D7%94%D7%A9%D7%A4%D7%97%D7%94,פרק #104 – העולם המופלא של נרי ליבנה,https://geekonomy.net/2017/02/28/geekonomy104/,,,,,,,,
המיטאפ של סיגמה לאבס שבו ראם ידבר,https://www.eventbrite.com/e/the-up-coming-challenges-of-the-fintech-world-by-sigmalabs-leumi-card-tickets-32318578739,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
אורפאנד לאנד,http://www.orphaned-land.com/,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
ג'יי לנו והמכוניות שלו,https://www.youtube.com/watch?v=2rpbkPLkNms,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
סליפנוט,https://he.wikipedia.org/wiki/%D7%A1%D7%9C%D7%99%D7%A4%D7%A0%D7%95%D7%98,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Death Metal Vegan Cooking,https://www.youtube.com/watch?v=8RhRFUQvrGU,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
מינימאל קומפקט,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A0%D7%99%D7%9E%D7%9C_%D7%A7%D7%95%D7%9E%D7%A4%D7%A7%D7%98,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
עיר של קיץ – רוק ואלקטרוני,https://www.youtube.com/watch?v=6Zp2E346VmY,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
ארקטיק מאנקיז,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%A7%D7%98%D7%99%D7%A7_%D7%9E%D7%90%D7%A0%D7%A7%D7%99%D7%96,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Greenday – Boulevard Of Broken Dreams,https://www.youtube.com/watch?v=Soa3gO7tL-c,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Dig!,https://en.wikipedia.org/wiki/Dig!,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
הסרט של דייב גרוהול,https://en.wikipedia.org/wiki/Sound_City_(film),פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
נורא אל נורא – אורפנד לאנד,https://www.youtube.com/watch?v=mojxLPQGYR8,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
שמיסן,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%99%D7%A1%D7%9F,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
November Rain – Guns and Roses,https://www.youtube.com/watch?v=8SbUC-UaAxE,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Pull Me Under – Dream Theater,https://www.youtube.com/watch?v=SGRgAULYgWE,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Logan,http://www.imdb.com/title/tt3315342/,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
A/B,https://en.wikipedia.org/wiki/A/B_(album),פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Girls – Father Son Holy Ghost,https://www.youtube.com/watch?v=vNlFqu0fNq0,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
Sully,http://www.imdb.com/title/tt3263904/,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
La La Land,http://www.imdb.com/title/tt3783958/,פרק #105 – חן בלבוס מאורפנד לנד,https://geekonomy.net/2017/03/07/geekonomy105/,,,,,,,,
היסטוריה גדולה בקטנה,https://www.facebook.com/Diggstory/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
300,http://www.imdb.com/title/tt0416449/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
נשואים פלוס,http://www.imdb.com/title/tt0092400/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
משפחה מודרנית,http://www.imdb.com/title/tt1442437/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
דן קרלין,http://www.dancarlin.com/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
יובל נוח הררי,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%91%D7%9C_%D7%A0%D7%97_%D7%94%D7%A8%D7%A8%D7%99,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
הרודוטוס – היסטוריה,https://he.wikipedia.org/wiki/%D7%94%D7%99%D7%A1%D7%98%D7%95%D7%A8%D7%99%D7%95%D7%AA_(%D7%94%D7%A8%D7%95%D7%93%D7%95%D7%98%D7%95%D7%A1),פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
Universal Yums,http://www.universalyums.com/,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,,
פאשות פלחים ופיראטים – הספר עליו ראם המליץ,http://www.bestguide.co.il/%D7%A4%D7%90%D7%A9%D7%95%D7%AA,-%D7%A4%D7%9C%D7%97%D7%99%D7%9D-%D7%95%D7%A4%D7%99%D7%A8%D7%90%D7%98%D7%99%D7%9D,פרק #106 – ניל בר עושה הסטוריה גדולה בקטנה,https://geekonomy.net/2017/03/09/geekonomy106/,,,,,,,
Moovit Carpool,http://www.carpool.moovitapp.com/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Moovit,https://www.moovitapp.com/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
כנס החירות,https://www.facebook.com/IsraeliFreedomMovement/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
הידיעה על המכירה של סופרסוניק,http://www.calcalist.co.il/internet/articles/0,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
מטהקפה,http://www.metacafe.com/7340L-366918600.html,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
הדף של הספר גיבור,http://www.ybook.co.il/book/6959/%D7%92%D7%99%D7%91%D7%95%D7%A8,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
רותם דוד – הלוחם עליו ראם דיבר,http://www.gvura.org/a5042-%D7%A1%D7%9E-%D7%A8-%D7%A8%D7%95%D7%AA%D7%9D-%D7%93%D7%95%D7%93,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Story,https://www.amazon.com/Story-Structure-Substance-Principles-Screenwriting-ebook/dp/B0042FZVOY,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Bluebook,https://en.wikipedia.org/wiki/Bluebook,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Adaptation,https://en.wikipedia.org/wiki/Adaptation_(film),פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
סופר מאריו החדש,https://www.youtube.com/watch?v=5kcdRBHM7kM,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
האזור,http://www.haaretz.co.il/gallery/literature/.premium-1.2212686,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Tim's Vermeer,http://www.imdb.com/title/tt3089388/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
בנות,http://www.imdb.com/title/tt1723816/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
The Good Fight,http://www.imdb.com/title/tt5853176/,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Good Night Stories For Rebel Girls,https://www.rebelgirls.co/products/good-night-stories-for-rebel-girls,פרק #107 – אריק צ׳רניאק על הספר ״גיבור״,https://geekonomy.net/2017/03/13/geekonomy107/,,,,,,,,
Moovit Carpool,http://www.carpool.moovitapp.com/en,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
Moovit,https://www.moovitapp.com/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
סמסונג נקסט שאירחו אותנו,,,,,,,,,,,
,https://www.moovitapp.com/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
כנס חירות,https://www.facebook.com/events/1806891632880913/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
משפחת סימפסונס,https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%A4%D7%97%D7%AA_%D7%A1%D7%99%D7%9E%D7%A4%D7%A1%D7%95%D7%9F,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
,,,,,,,,,,,
איב אנד ליר,https://www.youtube.com/watch?v=LvxZC4lfIts,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
רפורמת בכר,https://he.wikipedia.org/wiki/%D7%A8%D7%A4%D7%95%D7%A8%D7%9E%D7%AA_%D7%91%D7%9B%D7%A8,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
דה מרקר,http://www.themarker.com/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
מירב ארלוזורוב,https://www.facebook.com/meirav.arlosoroff,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
שאול אמסטרדמסקי מתאגיד השידור כאן,https://www.facebook.com/shaul.amsterdamski,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
תכניות העבודה של הממשלה לשנה הקרובה,http://plans.gov.il/Plan2012/Pages/newWorkPlan2012.aspx,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
תומא פיקטי,https://he.wikipedia.org/wiki/%D7%AA%D7%95%D7%9E%D7%90_%D7%A4%D7%99%D7%A7%D7%98%D7%99,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
עמותת אינג'אז,http://injaz.org.il/heb/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
גיא רולניק,https://twitter.com/grolnik,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
זלדה החדש,https://www.youtube.com/watch?v=zw47_q9wbBE,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
שיגרו מיאמוטו,https://he.wikipedia.org/wiki/%D7%A9%D7%99%D7%92%D7%A8%D7%95_%D7%9E%D7%99%D7%90%D7%9E%D7%95%D7%98%D7%95,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
מידרג,http://www.midrag.co.il/,פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
סופת חול,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%A4%D7%AA_%D7%97%D7%95%D7%9C_(%D7%A1%D7%A8%D7%98),פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
לה לה לאנד,https://he.wikipedia.org/wiki/%D7%9C%D7%94_%D7%9C%D7%94_%D7%9C%D7%A0%D7%93_(%D7%A1%D7%A8%D7%98),פרק #108 – מירב ארלוזורוב עיתונאית כלכלית,https://geekonomy.net/2017/03/14/geekonomy108/,,,,,,,,
